iter	RMSE
871	889007.787
872	888800.9086
873	888523.9379
874	888435.8698
875	888306.7715
876	888231.3739
877	887763.4289
878	887580.0939
879	887418.977
880	887185.1056
881	886888.7039
882	886654.2207
883	886443.241
884	885940.8083
885	885893.8307
886	885494.7056
887	885402.1784
888	885273.7377
889	885055.4821
890	884836.2881
891	884771.2648
892	884736.6954
893	884673.3752
894	884534.0696
895	884336.5107
896	884139.7574
897	883952.8627
898	882913.5759
899	882236.4665
900	882142.8521
901	881897.9906
902	881640.6371
903	881586.1893
904	881516.7592
905	881453.149
906	881279.086
907	880878.0822
908	880844.7244
909	880675.5559
910	880609.5398
911	879756.9007
912	879502.9298
913	879207.9694
914	879070.1476
915	878989.0725
916	878702.6837
917	878637.0053
918	878549.0373
919	878469.1403
920	878397.7016
921	877961.5811
922	877874.064
923	877701.6226
924	877355.0312
925	877266.7476
926	877092.8678
927	876993.5826
928	876781.3852
929	876659.3812
930	876298.9714
931	876096.3623
932	875913.1577
933	875843.6148
934	875343.4401
935	875053.9938
936	874744.3732
937	874500.8678
938	874443.4808
939	874395.1899
940	874162.9122
941	873301.8285
942	873248.8327
943	873210.1965
944	873141.0735
945	872908.3057
946	872848.495
947	872779.2054
948	872614.3117
949	872446.2251
950	872022.4522
951	871956.5363
952	871648.3766
953	871575.2594
954	871460.8824
955	871403.6831
956	871255.1555
957	871207.825
958	870917.5985
959	870492.6873
960	870389.3784
961	870246.7463
962	869817.8285
963	869726.2398
964	869633.6013
965	869172.7605
966	868934.2095
967	868874.686
968	868807.8065
969	868621.2838
970	868445.6742
971	868308.7831
972	868146.8813
973	868112.0827
974	867634.0449
975	867617.4149
976	867114.8149
977	867063.7356
978	867019.5329
979	866922.2867
980	866914.3532
981	866711.2528
982	866658.2648
983	866579.4519
984	866568.7608
985	865791.7435
986	865501.6346
987	865451.5451
988	865381.5488
989	865258.4921
990	865154.6208
991	865098.9947
992	864633.7482
993	864180.6143
994	863963.9911
995	863693.3375
996	863600.2244
997	863590.6711
998	863523.8625
999	863514.4525
